Symbol,Name,Country,IPO Year,Volume,Sector,Industry
CLW,Clearwater Paper Corporation Common Stock,United States,,40570,Basic Industries,Paper
CLX,Clorox Company (The) Common Stock,United States,,215948,Consumer Durables,Specialty Chemicals
CMA,Comerica Incorporated Common Stock,United States,,386813,Finance,Major Banks
CMC,Commercial Metals Company Common Stock,United States,,171257,Basic Industries,Steel/Iron Ore
CMCO,Columbus McKinnon Corporation Common Stock,United States,1996,16078,Capital Goods,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,United States,,3932285,Consumer Services,Television Services
CMD,Cantel Medical Corp. Common Stock,United States,,134695,Health Care,Medical/Dental Instruments
CME,CME Group Inc. Class A Common Stock,United States,2002,474561,,
CMG,Chipotle Mexican Grill Inc. Common Stock,United States,2006,115856,Consumer Services,Restaurants
CMI,Cummins Inc. Common Stock,United States,,300514,Capital Goods,Construction/Ag Equipment/Trucks
CMII,CM Life Sciences II Inc. Class A Common Stock,United States,2021,5014,,
CMLF,CM Life Sciences Inc. Class A Common Stock,United States,2020,562195,,
CMO,Capstead Mortgage Corporation Common Stock,United States,,194060,Consumer Services,Real Estate Investment Trusts
CMP,Compass Minerals Intl Inc Common Stock,United States,2003,33935,Basic Industries,Precious Metals
CMRX,Chimerix Inc. Common Stock,United States,2013,111160,Health Care,Major Pharmaceuticals
CMS,CMS Energy Corporation Common Stock,United States,,529203,Public Utilities,Power Generation
CMTL,Comtech Telecommunications Corp. Common Stock,United States,,31640,Technology,Radio And Television Broadcasting And Communications Equipment
CNA,CNA Financial Corporation Common Stock,United States,,22235,Finance,Property-Casualty Insurers
CNBKA,Century Bancorp Inc. Class A Common Stock,United States,1987,4056,Finance,Major Banks
CNC,Centene Corporation Common Stock,United States,,927328,Health Care,Medical Specialities
CNDT,Conduent Incorporated Common Stock ,United States,,624556,Technology,Retail: Computer Software & Peripheral Equipment
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,United States,2007,743644,Consumer Services,Movies/Entertainment
CNMD,CONMED Corporation Common Stock,United States,1987,69095,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNO,CNO Financial Group Inc. Common Stock,United States,,281473,Finance,Life Insurance
CNOB,ConnectOne Bancorp Inc. Common Stock,United States,,22135,Finance,Major Banks
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,United States,,886054,Public Utilities,Power Generation
CNR,Cornerstone Building Brands Inc. Common Stock,United States,,524526,Capital Goods,Metal Fabrications
CNS,Cohen & Steers Inc Common Stock,United States,2004,15033,Finance,Investment Managers
CNSL,Consolidated Communications Holdings Inc. Common Stock,United States,2005,95970,Public Utilities,Telecommunications Equipment
CNST,Constellation Pharmaceuticals Inc. Common Stock,United States,2018,79212,Health Care,Major Pharmaceuticals
CNTY,Century Casinos Inc. Common Stock,United States,,135444,Consumer Services,Hotels/Resorts
CNX,CNX Resources Corporation Common Stock,United States,1999,499504,Energy,Oil & Gas Production
CNXC,Concentrix Corporation Common Stock,United States,,26072,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,United States,,15106,Technology,Retail: Computer Software & Peripheral Equipment
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,United States,2006,20636,,
COF,Capital One Financial Corporation Common Stock,United States,1994,1108300,Finance,Finance Companies
COG,Cabot Oil & Gas Corporation Common Stock,United States,1990,1257653,Energy,Oil & Gas Production
COGT,Cogent Biosciences Inc. Common Stock,United States,2018,33570,Health Care,Major Pharmaceuticals
COHR,Coherent Inc. Common Stock,United States,,50935,Capital Goods,Biotechnology: Laboratory Analytical Instruments
COHU,Cohu Inc. Common Stock,United States,,186146,Capital Goods,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,United States,,2242716,Technology,EDP Services
COKE,Coca-Cola Consolidated Inc. Common Stock,United States,1972,3930,Consumer Non-Durables,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,United States,1992,32979,Finance,Major Banks
COLD,Americold Realty Trust Common Shares,United States,2018,381351,Finance,Real Estate
COLI,Colicity Inc. Class A Common Stock,United States,2021,19768,,
COLL,Collegium Pharmaceutical Inc. Common Stock,United States,2015,47677,Health Care,Major Pharmaceuticals
COLM,Columbia Sportswear Company Common Stock,United States,1998,61964,Consumer Non-Durables,Apparel
COMM,CommScope Holding Company Inc. Common Stock,United States,2013,1644113,Technology,Radio And Television Broadcasting And Communications Equipment
CONE,CyrusOne Inc Common Stock,United States,2013,66544,Consumer Services,Real Estate Investment Trusts
CONN,Conn's Inc. Common Stock,United States,2003,75886,Consumer Services,Consumer Electronics/Video Chains
COO,The Cooper Companies Inc. Common Stock,United States,,27856,Health Care,Ophthalmic Goods
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,United States,2021,6345,Finance,Business Services
COOP,Mr. Cooper Group Inc. Common Stock,United States,,270450,Finance,Finance: Consumer Services
COP,ConocoPhillips Common Stock,United States,,3058163,Energy,Integrated oil Companies
COR,CoreSite Realty Corporation Common Stock,United States,2010,35422,Consumer Services,Real Estate Investment Trusts
CORE,Core Mark Holding Co Inc Common Stock,United States,,17713,Consumer Non-Durables,Food Distributors
CORT,Corcept Therapeutics Incorporated Common Stock,United States,2004,223801,Health Care,Major Pharmaceuticals
COST,Costco Wholesale Corporation Common Stock,United States,,571967,Consumer Services,Department/Specialty Retail Stores
COTY,Coty Inc. Class A Common Stock,United States,2013,3246991,Consumer Non-Durables,Package Goods/Cosmetics
COUP,Coupa Software Incorporated Common Stock,United States,2016,579558,Technology,Computer Software: Prepackaged Software
COVA,COVA Acquisition Corp. Class A Ordinary Share,United States,2021,1114,Finance,Business Services
COWN,Cowen Inc. Class A Common Stock,United States,,183121,Finance,Investment Bankers/Brokers/Service
CPB,Campbell Soup Company Common Stock,United States,,219850,Consumer Non-Durables,Packaged Foods
CPE,Callon Petroleum Company Common Stock,United States,,1457268,Energy,Oil & Gas Production
CPF,Central Pacific Financial Corp New,United States,,30496,Finance,Major Banks
CPK,Chesapeake Utilities Corporation Common Stock,United States,,2753,Public Utilities,Oil & Gas Production
CPRT,Copart Inc. (DE) Common Stock,United States,1994,166372,Miscellaneous,Business Services
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,United States,2006,581244,Health Care,Major Pharmaceuticals
CPS,Cooper-Standard Holdings Inc. Common Stock,United States,,49103,Capital Goods,Auto Parts:O.E.M.
CPSI,Computer Programs and Systems Inc. Common Stock,United States,2002,23369,Technology,EDP Services
CPT,Camden Property Trust Common Stock,United States,1993,68861,Consumer Services,Real Estate Investment Trusts
CQP,Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units,United States,2007,15180,Public Utilities,Oil/Gas Transmission
CR,Crane Co. Common Stock,United States,,33858,Capital Goods,Office Equipment/Supplies/Services
CRAI,CRA International Inc. Common Stock,United States,1998,7290,Miscellaneous,Other Consumer Services
CRCT,Cricut Inc. Class A Common Stock,United States,2021,147697,Capital Goods,Wholesale Distributors
CRDF,Cardiff Oncology Inc. Common Stock,United States,,148379,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CREE,Cree Inc. Common Stock,United States,1993,426503,Technology,Semiconductors
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,United States,,168419,,
CRHC,Cohn Robbins Holdings Corp. Class A Ordinary Shares,United States,2020,875196,Finance,Business Services
CRI,Carter's Inc. Common Stock,United States,2003,131267,Consumer Services,Department/Specialty Retail Stores
CRIS,Curis Inc. Common Stock,United States,,395380,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRK,Comstock Resources Inc. Common Stock,United States,,355391,Energy,Oil & Gas Production
CRL,Charles River Laboratories International Inc. Common Stock,United States,2000,256274,Consumer Services,EDP Services
CRM,Salesforce.com Inc Common Stock,United States,2004,1887673,Technology,Computer Software: Prepackaged Software
CRMD,CorMedix Inc. Common Stock,United States,,46779,Health Care,Major Pharmaceuticals
CRMT,America's Car-Mart Inc Common Stock,United States,,10134,Consumer Services,Other Specialty Stores
CRNC,Cerence Inc. Common Stock,United States,,153160,Technology,EDP Services
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,United States,2018,14718,Health Care,Major Pharmaceuticals
CROX,Crocs Inc. Common Stock,United States,2006,405280,Consumer Non-Durables,Shoe Manufacturing
CRS,Carpenter Technology Corporation Common Stock,United States,,57899,Basic Industries,Steel/Iron Ore
CRSA,Crescent Acquisition Corp Class A Common Stock,United States,2019,31572,,
CRSR,Corsair Gaming Inc. Common Stock,United States,2020,811364,Technology,Computer Manufacturing
CRTX,Cortexyme Inc. Common Stock,United States,2019,44585,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRUS,Cirrus Logic Inc. Common Stock,United States,1989,146307,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,United States,,9266,Finance,Specialty Insurers
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,United States,2019,1800369,Technology,EDP Services
CRY,CryoLife Inc. Common Stock,United States,,27126,Health Care,Medical/Dental Instruments
CSCO,Cisco Systems Inc. Common Stock (DE),United States,1990,6162635,Technology,Computer peripheral equipment
CSGP,CoStar Group Inc. Common Stock,United States,1998,35251,Finance,Real Estate
CSGS,CSG Systems International Inc. Common Stock,United States,1996,25904,Technology,EDP Services
CSII,Cardiovascular Systems Inc. Common Stock,United States,1981,70266,Health Care,Medical/Dental Instruments
CSL,Carlisle Companies Incorporated Common Stock,United States,,29207,,
CSOD,Cornerstone OnDemand Inc. Common Stock,United States,2011,134462,Technology,Computer Software: Prepackaged Software
CSQ,Calamos Strategic Total Return Common Stock,United States,2004,543233,Finance,Finance Companies
CSR,D/B/A Centerspace Common Stock,United States,,8176,,
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,United States,2017,13727,Consumer Services,Broadcasting
CSTL,Castle Biosciences Inc. Common Stock,United States,2019,138457,Health Care,Medical Specialities
CSTR,CapStar Financial Holdings Inc. Common Stock,United States,2016,27487,Finance,Major Banks
CSV,Carriage Services Inc. Common Stock,United States,,10546,Miscellaneous,Other Consumer Services
CSWC,Capital Southwest Corporation Common Stock,United States,,75789,Finance,Finance/Investors Services
CSWI,CSW Industrials Inc. Common Stock,United States,,7526,Basic Industries,Home Furnishings
CSX,CSX Corporation Common Stock,United States,,1511769,Transportation,Railroads
CTAC,Cerberus Telecom Acquisition Corp. Class A Ordinary Shares,United States,2020,2304,Finance,Business Services
CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,United States,2021,6259,,
CTAS,Cintas Corporation Common Stock,United States,1983,96367,Miscellaneous,Business Services
CTB,Cooper Tire & Rubber Company Common Stock,United States,,120980,Consumer Durables,Automotive Aftermarket
CTBI,Community Trust Bancorp Inc. Common Stock,United States,,6117,Finance,Major Banks
CTLP,Cantaloupe Inc. Common Stock,United States,,61059,Technology,EDP Services
CTLT,Catalent Inc. Common Stock,United States,2014,194444,Health Care,Major Pharmaceuticals
CTMX,CytomX Therapeutics Inc. Common Stock,United States,2015,311709,Health Care,Major Pharmaceuticals
CTO,CTO Realty Growth Inc. Common Stock,United States,,27409,Consumer Services,Real Estate
CTRE,CareTrust REIT Inc. Common Stock,United States,,102869,Consumer Services,Real Estate Investment Trusts
CTRN,Citi Trends Inc. Common Stock,United States,2005,53334,,
CTS,CTS Corporation Common Stock,United States,,21277,Capital Goods,Industrial Machinery/Components
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,United States,1998,1174093,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,United States,,85184,Health Care,Medical/Dental Instruments
CTT,CatchMark Timber Trust Inc. Class A Common Stock,United States,2013,52732,Consumer Services,Real Estate Investment Trusts
CTXS,Citrix Systems Inc. Common Stock,United States,1995,183334,Technology,Computer Software: Prepackaged Software
CUB,Cubic Corporation Common Stock,United States,,59678,Capital Goods,Industrial Machinery/Components
CUBE,CubeSmart Common Shares,United States,,146482,Consumer Services,Real Estate Investment Trusts
CUBI,Customers Bancorp Inc Common Stock,United States,,45397,Finance,Major Banks
CUE,Cue Biopharma Inc. Common Stock,United States,2018,697380,Health Care,Major Pharmaceuticals
CUK,Carnival Plc ADS ADS,United States,,537443,,
CURI,CuriosityStream Inc. Class A Common Stock,United States,2020,603939,Consumer Services,Broadcasting
CUTR,Cutera Inc. Common Stock,United States,2004,13007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CUZ,Cousins Properties Incorporated Common Stock,United States,,218402,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation Common Stock,United States,,69301,,
CVBF,CVB Financial Corporation Common Stock,United States,,120110,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,United States,,7223,Basic Industries,Homebuilding
CVET,Covetrus Inc. Common Stock,United States,,174640,Health Care,Managed Health Care
CVGI,Commercial Vehicle Group Inc. Common Stock,United States,2004,109083,Capital Goods,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,United States,,9296,,
CVI,CVR Energy Inc. Common Stock,United States,2007,207133,Energy,Integrated oil Companies
CVLG,Covenant Logistics Group Inc. Class A Common Stock,United States,,30576,Transportation,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,United States,2006,63724,Technology,Computer Software: Prepackaged Software
CVM,Cel-Sci Corporation Common Stock,United States,,133379,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CVNA,Carvana Co. Class A Common Stock,United States,2017,765812,Consumer Services,Other Specialty Stores
CVS,CVS Health Corporation Common Stock,United States,,1876931,Health Care,Managed Health Care
CVX,Chevron Corporation Common Stock,United States,,3891964,Energy,Integrated oil Companies
CW,Curtiss-Wright Corporation Common Stock,United States,,23485,Capital Goods,Industrial Machinery/Components
CWEN,Clearway Energy Inc. Class C Common Stock,United States,2015,352774,Public Utilities,Electric Utilities: Central
CWH,Camping World Holdings Inc. Class A Commom Stock,United States,2016,659564,Capital Goods,Recreational Products/Toys
CWST,Casella Waste Systems Inc. Class A Common Stock,United States,1997,23205,Public Utilities,Environmental Services
CWT,California Water Service Group Common Stock,United States,,28646,Public Utilities,Water Supply
CXP,Columbia Property Trust Inc. Common Stock,United States,2013,96518,Consumer Services,Real Estate Investment Trusts
CXW,CoreCivic Inc. Common Stock,United States,,317370,Consumer Services,Real Estate Investment Trusts
CYH,Community Health Systems Inc. Common Stock,United States,2000,628481,Health Care,Hospital/Nursing Management
CYRX,CryoPort Inc. Common Stock,United States,,96944,,
CYTK,Cytokinetics Incorporated Common Stock,United States,2004,174984,Health Care,Major Pharmaceuticals
CZNC,Citizens & Northern Corp Common Stock,United States,,3138,Finance,Major Banks
CZR,Caesars Entertainment Inc. Common Stock,United States,,1240026,Consumer Services,Hotels/Resorts
D,Dominion Energy Inc. Common Stock,United States,,1083227,Public Utilities,Electric Utilities: Central
DAL,Delta Air Lines Inc. Common Stock,United States,,4876958,Transportation,Air Freight/Delivery Services
DAN,Dana Incorporated Common Stock ,United States,,135479,Capital Goods,Auto Parts:O.E.M.
DAR,Darling Ingredients Inc. Common Stock,United States,,298474,Consumer Non-Durables,Farming/Seeds/Milling
DBD,Diebold Nixdorf Incorporated Common Stock,United States,,416203,Technology,EDP Services
DBI,Designer Brands Inc. Class A Common Stock,United States,,219656,Consumer Services,Clothing/Shoe/Accessory Stores
DBX,Dropbox Inc. Class A Common Stock,United States,2018,1568003,Technology,Computer Software: Prepackaged Software
DCI,Donaldson Company Inc. Common Stock,United States,,75028,Capital Goods,Pollution Control Equipment
DCO,Ducommun Incorporated Common Stock,United States,,4602,Capital Goods,Military/Government/Technical
DCOM,Dime Community Bancshares Inc. Common Stock,United States,,27751,Finance,Savings Institutions
DCP,DCP Midstream  LP Common Units ,United States,,199783,Public Utilities,Natural Gas Distribution
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,United States,2017,111073,Health Care,Major Pharmaceuticals
DCRN,Decarbonization Plus Acquisition Corporation II Class A Common stock,United States,2021,12678,,
DCT,Duck Creek Technologies Inc. Common Stock,United States,2020,64771,Technology,Retail: Computer Software & Peripheral Equipment
DDD,3D Systems Corporation Common Stock,United States,,20704402,Technology,Computer peripheral equipment
DDOG,Datadog Inc. Class A Common Stock,United States,2019,1063289,Technology,EDP Services
DDS,Dillard's Inc. Common Stock,United States,,53124,Consumer Services,Department/Specialty Retail Stores
DE,Deere & Company Common Stock,United States,,552818,Capital Goods,Industrial Machinery/Components
DEA,Easterly Government Properties Inc. Common Stock,United States,2015,154879,Consumer Services,Real Estate Investment Trusts
DECK,Deckers Outdoor Corporation Common Stock,United States,1993,45359,Consumer Non-Durables,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,United States,2006,133654,Consumer Services,Real Estate Investment Trusts
DENN,Denny's Corporation Common Stock,United States,,138047,Consumer Services,Restaurants
DFH,Dream Finders Homes Inc. Class A Common Stock,United States,2021,28046,,
DFS,Discover Financial Services Common Stock,United States,,799511,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,United States,2009,359141,Consumer Services,Department/Specialty Retail Stores
DGICA,Donegal Group Inc. Class A Common Stock,United States,,15187,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,United States,1986,8,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,United States,1989,36661,Technology,Computer peripheral equipment
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,United States,2020,224362,Finance,Business Services
DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,United States,2020,14389,Finance,Business Services
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,United States,2021,21944,Finance,Business Services
DGX,Quest Diagnostics Incorporated Common Stock,United States,,200918,Health Care,Medical Specialities
DHBC,DHB Capital Corp. Class A common stock,United States,2021,14227,,
DHBCU,DHB Capital Corp. Unit,United States,2021,5205,,
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,United States,,339321,Consumer Services,Real Estate Investment Trusts
DHCA,DHC Acquisition Corp. Class A ordinary share,United States,2021,7,Finance,Business Services
DHHC,DiamondHead Holdings Corp. Class A Common Stock,United States,2021,229,,
DHI,D.R. Horton Inc. Common Stock,United States,,1115715,,
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,United States,,1341,Finance,Investment Managers
DHR,Danaher Corporation Common Stock,United States,,313230,Health Care,Medical Specialities
DIN,Dine Brands Global Inc. Common Stock,United States,,66423,Consumer Services,Restaurants
DIOD,Diodes Incorporated Common Stock,United States,,36335,Technology,Semiconductors
DIS,Walt Disney Company (The) Common Stock,United States,,3729233,Consumer Services,Movies/Entertainment
DISCA,Discovery Inc. Series A Common Stock,United States,,1465829,Consumer Services,Television Services
DISCB,Discovery Inc. Series B Common Stock,United States,,752,Consumer Services,Television Services
DISCK,Discovery Inc. Series C Common Stock,United States,,1070438,Consumer Services,Television Services
DISH,DISH Network Corporation Class A Common Stock,United States,1995,895823,Consumer Services,Television Services
DJCO,Daily Journal Corp. (S.C.) Common Stock,United States,,262,Consumer Services,Newspapers/Magazines
DK,Delek US Holdings Inc. Common Stock,United States,2017,114394,Energy,Integrated oil Companies
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,United States,2012,23996,Energy,Oil & Gas Production
DKNG,DraftKings Inc. Class A Common Stock,United States,2019,11370383,Consumer Services,Services-Misc. Amusement & Recreation
DKS,Dick's Sporting Goods Inc Common Stock,United States,2002,396989,Consumer Services,Other Specialty Stores
DLB,Dolby Laboratories Common Stock,United States,2005,64917,Technology,EDP Services
DLR,Digital Realty Trust Inc. Common Stock,United States,2004,237654,Consumer Services,Real Estate Investment Trusts
DLTH,Duluth Holdings Inc. Class B Common Stock,United States,2015,117619,Consumer Services,Department/Specialty Retail Stores
DLTR,Dollar Tree Inc. Common Stock,United States,1995,381180,Consumer Services,Department/Specialty Retail Stores
DLX,Deluxe Corporation Common Stock,United States,,73078,Technology,Advertising
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,United States,,19418,Energy,Oil & Gas Production
DMRC,Digimarc Corporation Common Stock,United States,,31350,Technology,EDP Services
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,United States,2018,41156,Technology,Advertising
DMTK,DermTech Inc. Common Stock,United States,2017,713210,Health Care,Managed Health Care
DMYI,dMY Technology Group Inc. III Class A Common Stock,United States,2021,172662,,
DNB,Dun & Bradstreet Holdings Inc. Common Stock,United States,2020,97802,Technology,EDP Services
DNLI,Denali Therapeutics Inc. Common Stock,United States,2017,117195,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNP,DNP Select Income Fund Inc. Common Stock,United States,1987,389937,,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,United States,2013,428309,Consumer Services,Real Estate Investment Trusts
DOCU,DocuSign Inc. Common Stock,United States,2018,1364698,Technology,EDP Services
DOMO,Domo Inc. Class B Common Stock,United States,2018,103717,Technology,Computer Software: Prepackaged Software
DORM,Dorman Products Inc. Common Stock,United States,,17103,Capital Goods,Auto Parts:O.E.M.
DOV,Dover Corporation Common Stock,United States,,211651,Capital Goods,Industrial Machinery/Components
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,United States,2011,26754,,
DPZ,Domino's Pizza Inc Common Stock,United States,2004,171900,Consumer Non-Durables,Food Distributors
DRE,Duke Realty Corporation Common Stock,United States,,226610,Consumer Services,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company Common Stock,United States,2005,547018,Consumer Services,Real Estate Investment Trusts
DRI,Darden Restaurants Inc. Common Stock,United States,,367409,Consumer Services,Restaurants
DRNA,Dicerna Pharmaceuticals Inc. Common Stock,United States,2014,218483,Health Care,Biotechnology: Commercial Physical & Biological Resarch
DRQ,Dril-Quip Inc. Common Stock,United States,1997,22961,Energy,Metal Fabrications
DRRX,DURECT Corporation Common Stock,United States,2000,213185,Health Care,Major Pharmaceuticals
DRVN,Driven Brands Holdings Inc. Common Stock,United States,2021,114927,,
DSEY,Diversey Holdings Ltd. Ordinary Shares,United States,2021,235803,Consumer Durables,Specialty Chemicals
DSGN,Design Therapeutics Inc. Common Stock,United States,2021,8408,Health Care,Major Pharmaceuticals
DSKE,Daseke Inc. Common Stock,United States,2015,200987,,
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,United States,1989,6222,,
DSP,Viant Technology Inc. Class A Common Stock,United States,2021,40279,Technology,EDP Services
DSPG,DSP Group Inc. Common Stock,United States,1994,23892,Technology,Semiconductors
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,United States,1998,12298,,
DT,Dynatrace Inc. Common Stock,United States,2019,493989,Technology,EDP Services
DTE,DTE Energy Company Common Stock,United States,,154275,Public Utilities,Electric Utilities: Central
DTIL,Precision BioSciences Inc. Common Stock,United States,2019,206509,Health Care,Major Pharmaceuticals
DUK,Duke Energy Corporation (Holding Company) Common Stock,United States,,1271869,Public Utilities,Power Generation
DVA,DaVita Inc. Common Stock,United States,,118372,Health Care,Medical/Nursing Services
DVAX,Dynavax Technologies Corporation Common Stock,United States,2004,3605361,Health Care,Major Pharmaceuticals
DVN,Devon Energy Corporation Common Stock,United States,,3920605,Energy,Oil & Gas Production
DX,Dynex Capital Inc. Common Stock,United States,,188828,Consumer Services,Real Estate Investment Trusts
DXCM,DexCom Inc. Common Stock,United States,2005,215199,Health Care,Medical/Dental Instruments
DXPE,DXP Enterprises Inc. Common Stock,United States,,5070,Capital Goods,Industrial Machinery/Components
DY,Dycom Industries Inc. Common Stock,United States,,66405,Basic Industries,Water Supply
DYN,Dyne Therapeutics Inc. Common Stock,United States,2020,50460,Consumer Durables,Specialty Chemicals
DZSI,DZS Inc. Common Stock,United States,,15399,Public Utilities,Telecommunications Equipment
EA,Electronic Arts Inc. Common Stock,United States,,913320,Technology,Computer Software: Prepackaged Software
EAC,Edify Acquisition Corp. Class A Common Stock,United States,2021,734,,
EAD,Wells Fargo Income Opportunities Fund Common Shares,United States,2003,60918,,
EAF,GrafTech International Ltd. Common Stock,United States,2018,1182386,Consumer Durables,Metal Fabrications
EAR,Eargo Inc. Common Stock,United States,2020,316802,Health Care,Medical Specialities
EAT,Brinker International Inc. Common Stock,United States,,141426,Consumer Services,Restaurants
EB,Eventbrite Inc. Class A Common Stock,United States,2018,225340,Technology,EDP Services
EBAY,eBay Inc. Common Stock,United States,1998,2899654,Consumer Services,Catalog/Specialty Distribution
EBC,Eastern Bankshares Inc. Common Stock,United States,2020,198870,Finance,Major Banks
EBF,Ennis Inc. Common Stock,United States,,16537,Consumer Services,Office Equipment/Supplies/Services
EBIX,Ebix Inc. Common Stock,United States,,139168,Technology,EDP Services
EBS,Emergent Biosolutions Inc. Common Stock,United States,2006,180576,Health Care,Major Pharmaceuticals
EBSB,Meridian Bancorp Inc. Common Stock,United States,,63124,Finance,Major Banks
EBTC,Enterprise Bancorp Inc Common Stock,United States,,1009,Finance,Major Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States,2014,29299,Finance,Trusts Except Educational Religious and Charitable
ECHO,Echo Global Logistics Inc. Common Stock,United States,2009,36254,Transportation,Oil Refining/Marketing
ECL,Ecolab Inc. Common Stock,United States,,191506,Consumer Non-Durables,Package Goods/Cosmetics
ECOL,US Ecology Inc Common Stock,United States,,11972,Public Utilities,Environmental Services
ECOM          ,ChannelAdvisor Corporation Common Stock,United States,2013,54702,Technology,Computer Software: Prepackaged Software
ECPG,Encore Capital Group Inc Common Stock,United States,,85173,,
ED,Consolidated Edison Inc. Common Stock,United States,,434495,Public Utilities,Power Generation
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,United States,2007,16952,,
EDIT,Editas Medicine Inc. Common Stock,United States,2016,525843,Health Care,Major Pharmaceuticals
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,110378,Technology,EDP Services
EEX,Emerald Holding Inc. Common Stock,United States,2017,41098,Technology,Advertising
EFC,Ellington Financial Inc. Common Stock ,United States,2010,1449147,Finance,Real Estate
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States,2003,13979,,
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,19057,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,2004,13607,,
EFX,Equifax Inc. Common Stock,United States,,123369,Technology,Advertising
EGBN,Eagle Bancorp Inc. Common Stock,United States,,9132,Finance,Major Banks
EGHT,8x8 Inc Common Stock,United States,,1563781,Technology,EDP Services
EGLE,Eagle Bulk Shipping Inc. Common Stock,United States,,62173,Transportation,Marine Transportation
EGP,EastGroup Properties Inc. Common Stock,United States,,17239,Consumer Services,Real Estate Investment Trusts
EGRX,Eagle Pharmaceuticals Inc. Common Stock,United States,2014,13792,Health Care,Major Pharmaceuticals
EHC,Encompass Health Corporation Common Stock,United States,,126164,Health Care,Medical Specialities
EHTH,eHealth Inc. Common Stock,United States,2006,99759,Finance,Specialty Insurers
EIG,Employers Holdings Inc Common Stock,United States,2007,11284,Finance,Property-Casualty Insurers
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,19209,,
EIX,Edison International Common Stock,United States,,286894,Public Utilities,Electric Utilities: Central
EJFA,EJF Acquisition Corp. Class A Ordinary Share,United States,2021,4198,Finance,Business Services
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,1995,455460,Consumer Non-Durables,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,United States,2018,1060692,Health Care,Major Pharmaceuticals
ELF,e.l.f. Beauty Inc. Common Stock,United States,2016,152575,Consumer Non-Durables,Package Goods/Cosmetics
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,,172823,Consumer Services,Real Estate Investment Trusts
